request_id,service_id,point_x,point_y,entry_node,target_node,target_x,target_y,path_latency_ms,propagation_ms,processing_ms,orig_total_ms,latency_max_ms,slo_violation,total_ms,status
1,EME-S01,48.197134,6.050022,UAV-326,UAV-166,46.000000,3.000000,3.0,7.966155,22.500000,30.466155,500.000000,NO,30.466155,OK
2,EME-S01,49.460898,6.173878,UAV-180,UAV-180,50.000000,5.000000,0.0,1.985455,22.500000,24.485455,500.000000,NO,24.485455,OK
3,EME-S01,45.132680,6.397675,UAV-167,UAV-161,44.000000,8.000000,8.0,17.672441,22.500000,40.172441,500.000000,NO,40.172441,OK
4,EME-S01,49.047152,6.012998,UAV-326,UAV-168,46.000000,9.000000,5.0,12.030650,22.500000,34.530650,500.000000,NO,34.530650,OK
5,EME-S01,49.786065,6.673189,UAV-181,UAV-093,24.000000,-4.000000,40.0,81.492980,22.500000,103.992980,500.000000,NO,103.992980,OK
6,EME-S01,49.035641,7.459464,UAV-327,UAV-168,46.000000,9.000000,12.0,26.861614,22.500000,49.361614,500.000000,NO,49.361614,OK
7,EME-S01,49.147023,7.237040,UAV-327,UAV-168,46.000000,9.000000,23.0,49.278357,22.500000,71.778357,500.000000,NO,71.778357,OK
8,EME-S01,46.139491,6.578776,UAV-167,UAV-166,46.000000,3.000000,14.0,28.006172,22.500000,50.506172,500.000000,NO,50.506172,OK
9,EME-S01,48.178422,6.729664,UAV-174,UAV-153,42.000000,3.000000,31.0,60.815573,22.500000,83.315573,500.000000,NO,83.315573,OK
10,EME-S01,48.240177,7.218262,UAV-174,UAV-168,46.000000,9.000000,38.0,77.093341,22.500000,99.593341,500.000000,NO,99.593341,OK
11,EME-S01,49.947617,7.280000,UAV-181,UAV-113,30.000000,-2.000000,44.0,94.708292,22.500000,117.208292,500.000000,NO,117.208292,OK
12,EME-S01,46.145240,6.064200,UAV-167,UAV-166,46.000000,3.000000,26.0,51.341036,22.500000,73.841036,500.000000,NO,73.841036,OK
13,EME-S01,49.381838,6.629356,UAV-327,UAV-119,32.000000,-4.000000,40.0,84.504294,22.500000,107.004294,500.000000,NO,107.004294,OK
14,EME-S01,46.324401,6.493255,UAV-167,UAV-166,46.000000,3.000000,34.0,69.053666,22.500000,91.553666,500.000000,NO,91.553666,OK
15,EME-S01,46.997003,6.438642,UAV-167,UAV-122,32.000000,8.000000,40.0,78.812416,22.500000,101.312416,500.000000,NO,101.312416,OK
16,EME-S01,45.548246,7.254892,UAV-167,UAV-318,44.000000,1.000000,41.0,79.817379,22.500000,102.317379,500.000000,NO,102.317379,OK
17,EME-S01,49.980607,7.058229,UAV-181,UAV-126,34.000000,-2.000000,48.0,96.912063,22.500000,119.412063,500.000000,NO,119.412063,OK
18,EME-S01,48.408552,7.073941,UAV-174,UAV-127,34.000000,3.000000,40.0,79.960430,22.500000,102.460430,500.000000,NO,102.460430,OK
19,EME-S01,47.268619,7.907632,UAV-272,UAV-168,46.000000,9.000000,17.0,35.208417,22.500000,57.708417,500.000000,NO,57.708417,OK
20,EME-S01,49.563139,7.741037,UAV-327,UAV-130,35.000000,0.000000,44.0,92.071950,22.500000,114.571950,500.000000,NO,114.571950,OK
21,EME-S01,48.812554,7.078758,UAV-174,UAV-139,38.000000,0.000000,44.0,85.892702,22.500000,108.392702,500.000000,NO,108.392702,OK
22,EME-S01,45.097384,7.858197,UAV-161,UAV-161,44.000000,8.000000,0.0,1.987329,22.500000,24.487329,500.000000,NO,24.487329,OK
23,EME-S01,49.390048,7.893899,UAV-327,UAV-168,46.000000,9.000000,47.0,91.788159,22.500000,114.288159,500.000000,NO,114.288159,OK
24,EME-S01,48.829172,6.256783,UAV-326,UAV-151,42.000000,-3.000000,40.0,80.588425,22.500000,103.088425,500.000000,NO,103.088425,OK
25,EME-S01,47.115690,6.423596,UAV-326,UAV-153,42.000000,3.000000,41.0,83.405076,22.500000,105.905076,500.000000,NO,105.905076,OK
26,EME-S01,49.975747,7.299756,UAV-181,UAV-156,43.000000,-6.000000,52.0,102.173792,22.500000,124.673792,500.000000,NO,124.673792,OK
27,EME-S01,46.690428,7.176617,UAV-174,UAV-161,44.000000,8.000000,48.0,91.167864,22.500000,113.667864,500.000000,NO,113.667864,OK
28,EME-S01,46.144709,7.810840,UAV-168,UAV-168,46.000000,9.000000,0.0,2.105723,22.500000,24.605723,500.000000,NO,24.605723,OK
29,EME-S01,46.071184,6.264624,UAV-167,UAV-166,46.000000,3.000000,44.0,90.528711,22.500000,113.028711,500.000000,NO,113.028711,OK
30,EME-S01,49.037485,6.380820,UAV-326,UAV-168,46.000000,9.000000,44.0,88.633533,22.500000,111.133533,500.000000,NO,111.133533,OK
31,EME-S01,48.645379,7.346729,UAV-174,UAV-177,50.000000,-4.000000,52.0,100.875501,22.500000,123.375501,500.000000,NO,123.375501,OK
32,EME-S01,49.308363,6.497313,UAV-326,UAV-180,50.000000,5.000000,48.0,96.650505,22.500000,119.150505,500.000000,NO,119.150505,OK
33,EME-S01,46.249032,7.846531,UAV-168,UAV-168,46.000000,9.000000,0.0,1.898744,22.500000,24.398744,500.000000,NO,24.398744,OK
34,EME-S01,49.996412,7.672055,UAV-327,UAV-182,52.000000,-8.000000,48.0,105.467664,22.500000,127.967664,500.000000,NO,127.967664,OK
35,EME-S01,47.428206,6.427495,UAV-326,UAV-186,52.000000,4.000000,49.0,94.565833,22.500000,117.065833,500.000000,NO,117.065833,OK
36,EME-S01,46.326015,7.568141,UAV-168,UAV-168,46.000000,9.000000,0.0,2.090086,22.500000,24.590086,500.000000,NO,24.590086,OK
37,EME-S01,47.778842,7.436817,UAV-174,UAV-194,55.000000,4.000000,56.0,116.919468,22.500000,139.419468,500.000000,NO,139.419468,OK
38,EME-S01,47.710976,7.495951,UAV-174,UAV-206,24.000000,-9.000000,58.0,118.991502,22.500000,141.491502,500.000000,NO,141.491502,OK
39,EME-S01,45.787164,7.921558,UAV-168,UAV-168,46.000000,9.000000,0.0,1.951065,22.500000,24.451065,500.000000,NO,24.451065,OK
40,EME-S01,46.176019,6.239773,UAV-167,UAV-166,46.000000,3.000000,46.0,92.636691,22.500000,115.136691,500.000000,NO,115.136691,OK
41,EME-S01,47.096125,7.167345,UAV-174,UAV-208,28.000000,10.000000,60.0,123.715380,22.500000,146.215380,500.000000,NO,146.215380,OK
42,EME-S01,46.193430,6.791572,UAV-167,UAV-209,32.000000,-9.000000,48.0,94.399984,22.500000,116.899984,500.000000,NO,116.899984,OK
43,EME-S01,45.362716,6.916571,UAV-167,UAV-210,32.000000,10.000000,52.0,106.763636,22.500000,129.263636,500.000000,NO,129.263636,OK
44,EME-S01,46.326002,7.866519,UAV-168,UAV-168,46.000000,9.000000,0.0,2.007722,22.500000,24.507722,500.000000,NO,24.507722,OK
45,EME-S01,49.168725,7.407080,UAV-327,UAV-211,36.000000,-9.000000,52.0,112.592478,22.500000,135.092478,500.000000,NO,135.092478,OK
46,EME-S01,49.085521,6.598758,UAV-174,UAV-249,23.000000,10.000000,61.0,124.849061,22.500000,147.349061,500.000000,NO,147.349061,OK
47,EME-S01,45.535180,7.106447,UAV-167,UAV-166,46.000000,3.000000,54.0,113.377563,22.500000,135.877563,500.000000,NO,135.877563,OK
48,EME-S01,48.171190,6.527968,UAV-174,UAV-257,30.000000,7.000000,64.0,139.534601,22.500000,162.034601,500.000000,NO,162.034601,OK
49,EME-S01,47.117879,6.553360,UAV-174,UAV-258,32.000000,-6.000000,66.0,139.241771,22.500000,161.741771,500.000000,NO,161.741771,OK
50,EME-S01,48.706155,7.103361,UAV-174,UAV-260,34.000000,4.000000,68.0,125.616983,22.500000,148.116983,500.000000,NO,148.116983,OK
51,EME-S01,49.519643,7.091181,UAV-327,UAV-262,36.000000,-6.000000,56.0,110.975166,22.500000,133.475166,500.000000,NO,133.475166,OK
52,EME-S01,46.541292,7.797963,UAV-272,UAV-168,46.000000,9.000000,25.0,55.799376,22.500000,78.299376,500.000000,NO,78.299376,OK
53,EME-S01,46.247649,6.205587,UAV-167,UAV-263,38.000000,1.000000,56.0,117.333891,22.500000,139.833891,500.000000,NO,139.833891,OK
54,EME-S01,45.772767,7.859762,UAV-168,UAV-168,46.000000,9.000000,0.0,2.149204,22.500000,24.649204,500.000000,NO,24.649204,OK
55,EME-S01,45.123932,7.473129,UAV-320,UAV-161,44.000000,8.000000,5.0,12.772301,22.500000,35.272301,500.000000,NO,35.272301,OK
56,EME-S01,49.053747,6.533611,UAV-174,UAV-265,38.000000,7.000000,69.0,139.856815,22.500000,162.356815,500.000000,NO,162.356815,OK
57,EME-S01,46.112169,7.633173,UAV-168,UAV-168,46.000000,9.000000,0.0,1.937580,22.500000,24.437580,500.000000,NO,24.437580,OK
58,EME-S01,45.118322,6.386260,UAV-167,UAV-274,50.000000,-6.000000,60.0,131.896382,22.500000,154.396382,500.000000,NO,154.396382,OK
59,EME-S01,48.207409,6.799357,UAV-174,UAV-278,54.000000,-6.000000,72.0,152.865820,22.500000,175.365820,500.000000,NO,175.365820,OK
60,EME-S01,49.852003,6.357136,UAV-181,UAV-318,44.000000,1.000000,56.0,107.066751,22.500000,129.566751,500.000000,NO,129.566751,OK
61,EME-S01,48.642725,6.627355,UAV-174,UAV-323,46.000000,-1.000000,74.0,148.506513,22.500000,171.006513,500.000000,NO,171.006513,OK
62,EME-S01,46.273613,7.417571,UAV-167,UAV-166,46.000000,3.000000,62.0,131.698161,22.500000,154.198161,500.000000,NO,154.198161,OK
63,EME-S01,48.709750,7.341257,UAV-327,UAV-330,54.000000,-8.000000,57.0,112.908895,22.500000,135.408895,500.000000,NO,135.408895,OK
64,EME-S01,46.569578,7.696031,UAV-272,UAV-168,46.000000,9.000000,29.0,57.761350,22.500000,80.261350,500.000000,NO,80.261350,OK
65,EME-S01,47.012002,6.591310,UAV-174,UAV-332,54.000000,-2.000000,76.0,159.445233,22.500000,181.945233,500.000000,NO,181.945233,OK
66,EME-S01,49.514028,7.231030,UAV-327,UAV-093,24.000000,-4.000000,61.0,118.407359,22.500000,140.907359,500.000000,NO,140.907359,OK
67,EME-S01,47.149441,7.159970,UAV-174,UAV-093,24.000000,-4.000000,79.0,158.506620,22.500000,181.006620,500.000000,NO,181.006620,OK
68,EME-S01,47.365931,7.802362,UAV-174,UAV-113,30.000000,-2.000000,81.0,151.984984,22.500000,174.484984,500.000000,NO,174.484984,OK
69,EME-S01,48.164704,6.670377,UAV-174,UAV-119,32.000000,-4.000000,82.0,172.961127,22.500000,195.461127,500.000000,NO,195.461127,OK
70,EME-S01,45.995650,6.048851,UAV-167,UAV-126,34.000000,-2.000000,65.0,136.086897,22.500000,158.586897,500.000000,NO,158.586897,OK
71,EME-S01,47.072205,7.259531,UAV-174,UAV-126,34.000000,-2.000000,84.0,173.091972,22.500000,195.591972,500.000000,NO,195.591972,OK
72,EME-S01,48.280290,6.011090,UAV-326,UAV-151,42.000000,-3.000000,65.0,130.431457,22.500000,152.931457,500.000000,NO,152.931457,OK
73,EME-S01,45.879433,7.915932,UAV-168,UAV-168,46.000000,9.000000,0.0,2.073259,22.500000,24.573259,500.000000,NO,24.573259,OK
74,EME-S01,47.282309,7.602833,UAV-174,UAV-153,42.000000,3.000000,85.0,182.040385,22.500000,204.540385,500.000000,NO,204.540385,OK
75,EME-S01,49.457130,7.225305,UAV-327,UAV-156,43.000000,-6.000000,65.0,136.412945,22.500000,158.912945,500.000000,NO,158.912945,OK
76,EME-S01,49.486041,7.487311,UAV-327,UAV-156,43.000000,-6.000000,69.0,133.211219,22.500000,155.711219,500.000000,NO,155.711219,OK
77,EME-S01,48.829068,7.042600,UAV-174,UAV-161,44.000000,8.000000,89.0,168.449534,22.500000,190.949534,500.000000,NO,190.949534,OK
78,EME-S01,46.358576,6.639419,UAV-167,UAV-153,42.000000,3.000000,67.0,127.599937,22.500000,150.099937,500.000000,NO,150.099937,OK
79,EME-S01,48.532096,6.128458,UAV-326,UAV-166,46.000000,3.000000,66.0,133.373574,22.500000,155.873574,500.000000,NO,155.873574,OK
80,EME-S01,47.100718,7.809677,UAV-272,UAV-168,46.000000,9.000000,33.0,71.714818,22.500000,94.214818,500.000000,NO,94.214818,OK
81,EME-S01,46.901905,6.011792,UAV-167,UAV-177,50.000000,-4.000000,69.0,148.436576,22.500000,170.936576,500.000000,NO,170.936576,OK
82,EME-S01,47.095106,7.495031,UAV-174,UAV-180,50.000000,5.000000,93.0,184.675629,22.500000,207.175629,500.000000,NO,207.175629,OK
83,EME-S01,47.179180,6.058050,UAV-326,UAV-186,52.000000,4.000000,69.0,141.051963,22.500000,163.551963,500.000000,NO,163.551963,OK
84,EME-S01,47.336951,6.255256,UAV-326,UAV-206,24.000000,-9.000000,73.0,139.583736,22.500000,162.083736,500.000000,NO,162.083736,OK
85,EME-S01,45.135510,7.285499,UAV-320,UAV-161,44.000000,8.000000,9.0,19.024530,22.500000,41.524530,500.000000,NO,41.524530,OK
86,EME-S01,46.058301,6.653692,UAV-167,UAV-208,28.000000,10.000000,73.0,150.033217,22.500000,172.533217,500.000000,NO,172.533217,OK
87,EME-S01,46.261358,6.163812,UAV-167,UAV-166,46.000000,3.000000,74.0,157.855906,22.500000,180.355906,500.000000,NO,180.355906,OK
88,EME-S01,48.250720,7.562466,UAV-174,UAV-209,32.000000,-9.000000,95.0,205.343277,22.500000,227.843277,500.000000,NO,227.843277,OK
89,EME-S01,45.101900,6.304765,UAV-167,UAV-211,36.000000,-9.000000,77.0,159.463635,22.500000,181.963635,500.000000,NO,181.963635,OK
90,EME-S01,48.497325,7.533796,UAV-327,UAV-249,23.000000,10.000000,70.0,146.828888,22.500000,169.328888,500.000000,NO,169.328888,OK
91,EME-S01,49.096506,7.929442,UAV-327,UAV-249,23.000000,10.000000,73.0,138.286570,22.500000,160.786570,500.000000,NO,160.786570,OK
92,EME-S01,49.790864,6.793309,UAV-181,UAV-249,23.000000,10.000000,61.0,121.221104,22.500000,143.721104,500.000000,NO,143.721104,OK
93,EME-S01,45.509507,7.544962,UAV-168,UAV-168,46.000000,9.000000,0.0,2.166828,22.500000,24.666828,500.000000,NO,24.666828,OK
94,EME-S01,48.913177,6.694408,UAV-174,UAV-257,30.000000,7.000000,97.0,193.558636,22.500000,216.058636,500.000000,NO,216.058636,OK
95,EME-S01,49.247878,7.644662,UAV-327,UAV-257,30.000000,7.000000,75.0,160.932439,22.500000,183.432439,500.000000,NO,183.432439,OK
96,EME-S01,48.536543,6.870974,UAV-174,UAV-260,34.000000,4.000000,99.0,204.772410,22.500000,227.272410,500.000000,NO,227.272410,OK
97,EME-S01,47.690865,6.966995,UAV-174,UAV-262,36.000000,-6.000000,101.0,204.045777,22.500000,226.545777,500.000000,NO,226.545777,OK
98,EME-S01,49.153655,6.173326,UAV-326,UAV-262,36.000000,-6.000000,77.0,151.610400,22.500000,174.110400,500.000000,NO,174.110400,OK
99,EME-S01,46.894947,6.057400,UAV-167,UAV-263,38.000000,1.000000,81.0,154.311904,22.500000,176.811904,500.000000,NO,176.811904,OK
100,EME-S01,46.701694,7.760640,UAV-272,UAV-168,46.000000,9.000000,37.0,70.849355,22.500000,93.349355,500.000000,NO,93.349355,OK
101,EME-S01,45.428065,7.440149,UAV-320,UAV-161,44.000000,8.000000,13.0,29.193709,22.500000,51.693709,500.000000,NO,51.693709,OK
102,EME-S01,47.454107,7.585866,UAV-174,UAV-265,38.000000,7.000000,105.0,210.060907,22.500000,232.560907,500.000000,NO,232.560907,OK
103,EME-S01,47.907778,6.946521,UAV-174,UAV-265,38.000000,7.000000,106.0,217.606855,22.500000,240.106855,500.000000,NO,240.106855,OK
104,EME-S01,48.514275,6.541833,UAV-174,UAV-274,50.000000,-6.000000,109.0,204.902828,22.500000,227.402828,500.000000,NO,227.402828,OK
105,EME-S01,47.679320,7.524379,UAV-174,UAV-278,54.000000,-6.000000,110.0,215.394778,22.500000,237.894778,500.000000,NO,237.894778,OK
106,EME-S01,49.883035,7.049274,UAV-181,UAV-278,54.000000,-6.000000,65.0,122.732464,22.500000,145.232464,500.000000,NO,145.232464,OK
107,EME-S01,45.897208,6.028297,UAV-167,UAV-166,46.000000,3.000000,82.0,170.094641,22.500000,192.594641,500.000000,NO,192.594641,OK
108,EME-S01,48.487087,6.252559,UAV-326,UAV-278,54.000000,-6.000000,82.0,172.051519,22.500000,194.551519,500.000000,NO,194.551519,OK
109,EME-S01,47.346985,6.880938,UAV-174,UAV-318,44.000000,1.000000,111.0,223.764594,22.500000,246.264594,500.000000,NO,246.264594,OK
110,EME-S01,49.110578,6.801415,UAV-174,UAV-323,46.000000,-1.000000,113.0,220.681694,22.500000,243.181694,500.000000,NO,243.181694,OK
111,EME-S01,47.814198,6.607671,UAV-174,UAV-323,46.000000,-1.000000,117.0,233.379790,22.500000,255.879790,500.000000,NO,255.879790,OK
112,EME-S01,48.953704,6.451374,UAV-326,UAV-330,54.000000,-8.000000,85.0,170.261551,22.500000,192.761551,500.000000,NO,192.761551,OK
113,EME-S01,49.950156,6.610760,UAV-181,UAV-332,54.000000,-2.000000,69.0,144.939863,22.500000,167.439863,500.000000,NO,167.439863,OK
114,EME-S01,46.038940,6.422050,UAV-167,UAV-332,54.000000,-2.000000,85.0,160.571900,22.500000,183.071900,500.000000,NO,183.071900,OK
115,EME-S01,45.013379,6.901007,UAV-320,UAV-161,44.000000,8.000000,17.0,34.437454,22.500000,56.937454,500.000000,NO,56.937454,OK
116,EME-S01,48.514938,6.908063,UAV-174,UAV-332,54.000000,-2.000000,118.0,254.859531,22.500000,277.359531,500.000000,NO,277.359531,OK
117,EME-S01,48.305915,7.867337,UAV-327,UAV-332,54.000000,-2.000000,82.0,169.218743,22.500000,191.718743,500.000000,NO,191.718743,OK
118,EME-S01,49.133156,6.142820,UAV-326,UAV-074,18.000000,-1.000000,90.0,182.965278,22.500000,205.465278,500.000000,NO,205.465278,OK
119,EME-S01,46.443053,6.248707,UAV-167,UAV-318,44.000000,1.000000,89.0,191.472727,22.500000,213.972727,500.000000,NO,213.972727,OK
120,EME-S01,47.468976,6.160884,UAV-326,UAV-318,44.000000,1.000000,91.0,179.387220,22.500000,201.887220,500.000000,NO,201.887220,OK
121,EME-S01,45.456634,7.923822,UAV-168,UAV-168,46.000000,9.000000,0.0,2.167106,22.500000,24.667106,500.000000,NO,24.667106,OK
122,EME-S01,48.361408,6.539022,UAV-174,UAV-323,46.000000,-1.000000,122.0,251.471528,22.500000,273.971528,500.000000,NO,273.971528,OK
123,EME-S01,49.580364,6.362978,UAV-180,UAV-180,50.000000,5.000000,0.0,1.935314,22.500000,24.435314,500.000000,NO,24.435314,OK
124,EME-S01,46.739805,6.666617,UAV-167,UAV-076,18.000000,5.000000,91.0,187.485930,22.500000,209.985930,500.000000,NO,209.985930,OK
125,EME-S01,46.441089,7.890387,UAV-168,UAV-168,46.000000,9.000000,0.0,2.025617,22.500000,24.525617,500.000000,NO,24.525617,OK
126,EME-S01,46.616369,7.940369,UAV-272,UAV-168,46.000000,9.000000,41.0,88.134634,22.500000,110.634634,500.000000,NO,110.634634,OK
127,EME-S01,47.712968,6.826495,UAV-174,UAV-330,54.000000,-8.000000,127.0,258.965450,22.500000,281.465450,500.000000,NO,281.465450,OK
128,EME-S01,48.799953,6.407116,UAV-326,UAV-093,24.000000,-4.000000,96.0,201.072640,22.500000,223.572640,500.000000,NO,223.572640,OK
129,EME-S01,45.607130,7.946294,UAV-168,UAV-168,46.000000,9.000000,0.0,2.031942,22.500000,24.531942,500.000000,NO,24.531942,OK
130,EME-S01,47.761257,6.186418,UAV-326,UAV-113,30.000000,-2.000000,100.0,209.509500,22.500000,232.009500,500.000000,NO,232.009500,OK
131,EME-S01,49.160716,6.996751,UAV-327,UAV-119,32.000000,-4.000000,88.0,174.278691,22.500000,196.778691,500.000000,NO,196.778691,OK
132,EME-S01,49.901223,6.487462,UAV-181,UAV-122,32.000000,8.000000,76.0,158.654804,22.500000,181.154804,500.000000,NO,181.154804,OK
133,EME-S01,49.396631,7.728054,UAV-327,UAV-126,34.000000,-2.000000,89.0,183.690184,22.500000,206.190184,500.000000,NO,206.190184,OK
134,EME-S01,47.538688,7.641099,UAV-174,UAV-127,34.000000,3.000000,132.0,263.033379,22.500000,285.533379,500.000000,NO,285.533379,OK
135,EME-S01,47.448202,6.297191,UAV-326,UAV-130,35.000000,0.000000,101.0,201.936638,22.500000,224.436638,500.000000,NO,224.436638,OK
136,EME-S01,47.276723,6.643555,UAV-174,UAV-139,38.000000,0.000000,133.0,275.047718,22.500000,297.547718,500.000000,NO,297.547718,OK
137,EME-S01,48.877722,6.087295,UAV-326,UAV-166,46.000000,3.000000,103.0,218.668875,22.500000,241.168875,500.000000,NO,241.168875,OK
138,EME-S01,48.318444,7.641495,UAV-174,UAV-151,42.000000,-3.000000,136.0,261.376495,22.500000,283.876495,500.000000,NO,283.876495,OK
139,EME-S01,47.950902,7.739401,UAV-174,UAV-153,42.000000,3.000000,137.0,275.141674,22.500000,297.641674,500.000000,NO,297.641674,OK
140,EME-S01,48.612219,6.819957,UAV-174,UAV-156,43.000000,-6.000000,138.0,267.743107,22.500000,290.243107,500.000000,NO,290.243107,OK
141,EME-S01,46.692806,7.385409,UAV-174,UAV-161,44.000000,8.000000,140.0,301.816821,22.500000,324.316821,500.000000,NO,324.316821,OK
142,EME-S01,46.900047,6.633322,UAV-167,UAV-166,46.000000,3.000000,96.0,206.081192,22.500000,228.581192,500.000000,NO,228.581192,OK
143,EME-S01,45.342104,7.262322,UAV-320,UAV-161,44.000000,8.000000,21.0,47.196588,22.500000,69.696588,500.000000,NO,69.696588,OK
144,EME-S01,45.492216,7.267496,UAV-167,UAV-168,46.000000,9.000000,100.0,204.908795,22.500000,227.408795,500.000000,NO,227.408795,OK
145,EME-S01,45.229955,7.592287,UAV-161,UAV-161,44.000000,8.000000,0.0,1.964907,22.500000,24.464907,500.000000,NO,24.464907,OK
146,EME-S01,47.829640,7.585039,UAV-174,UAV-177,50.000000,-4.000000,143.0,286.522446,22.500000,309.022446,500.000000,NO,309.022446,OK
147,EME-S01,46.204149,7.825658,UAV-168,UAV-168,46.000000,9.000000,0.0,1.879689,22.500000,24.379689,500.000000,NO,24.379689,OK
148,EME-S01,45.046987,7.609266,UAV-161,UAV-161,44.000000,8.000000,0.0,2.068588,22.500000,24.568588,500.000000,NO,24.568588,OK
149,EME-S01,46.727828,7.175143,UAV-174,UAV-180,50.000000,5.000000,144.0,280.719775,22.500000,303.219775,500.000000,NO,303.219775,OK
150,EME-S01,45.996085,6.769386,UAV-167,UAV-166,46.000000,3.000000,102.0,202.117823,22.500000,224.617823,500.000000,NO,224.617823,OK
151,EME-S01,49.963460,6.590462,UAV-181,UAV-182,52.000000,-8.000000,80.0,161.032138,22.500000,183.532138,500.000000,NO,183.532138,OK
152,EME-S01,48.428997,7.489338,UAV-174,UAV-186,52.000000,4.000000,145.0,294.981520,22.500000,317.481520,500.000000,NO,317.481520,OK
153,EME-S01,46.430971,7.597720,UAV-168,UAV-168,46.000000,9.000000,0.0,2.045591,22.500000,24.545591,500.000000,NO,24.545591,OK
154,EME-S01,48.388822,7.441857,UAV-174,UAV-194,55.000000,4.000000,148.0,311.923440,22.500000,334.423440,500.000000,NO,334.423440,OK
155,EME-S01,48.231703,6.617866,UAV-174,UAV-206,24.000000,-9.000000,149.0,309.201812,22.500000,331.701812,500.000000,NO,331.701812,OK
156,EME-S01,46.475552,7.494962,UAV-167,UAV-208,28.000000,10.000000,104.0,203.198031,22.500000,225.698031,500.000000,NO,225.698031,OK
157,EME-S01,47.654262,7.826974,UAV-174,UAV-209,32.000000,-9.000000,150.0,304.512261,22.500000,327.012261,500.000000,NO,327.012261,OK
158,EME-S01,49.032442,7.493119,UAV-327,UAV-210,32.000000,10.000000,100.0,203.457154,22.500000,225.957154,500.000000,NO,225.957154,OK
159,EME-S01,49.832501,7.720281,UAV-327,UAV-211,36.000000,-9.000000,101.0,223.239443,22.500000,245.739443,500.000000,NO,245.739443,OK
160,EME-S01,46.828875,7.581364,UAV-174,UAV-249,23.000000,10.000000,152.0,305.674643,22.500000,328.174643,500.000000,NO,328.174643,OK
161,EME-S01,48.361704,7.169120,UAV-174,UAV-257,30.000000,7.000000,156.0,315.528753,22.500000,338.028753,500.000000,NO,338.028753,OK
162,EME-S01,45.125123,7.768470,UAV-161,UAV-161,44.000000,8.000000,0.0,1.924925,22.500000,24.424925,500.000000,NO,24.424925,OK
163,EME-S01,49.119277,7.818775,UAV-327,UAV-258,32.000000,-6.000000,101.0,194.920762,22.500000,217.420762,500.000000,NO,217.420762,OK
164,EME-S01,46.521823,6.985249,UAV-167,UAV-260,34.000000,4.000000,108.0,218.405312,22.500000,240.905312,500.000000,NO,240.905312,OK
165,EME-S01,48.352431,7.486280,UAV-174,UAV-262,36.000000,-6.000000,157.0,321.087927,22.500000,343.587927,500.000000,NO,343.587927,OK
166,EME-S01,47.074423,6.198043,UAV-326,UAV-263,38.000000,1.000000,116.0,242.248001,22.500000,264.748001,500.000000,NO,264.748001,OK
167,EME-S01,46.852650,6.886766,UAV-174,UAV-265,38.000000,7.000000,160.0,320.681001,22.500000,343.181001,500.000000,NO,343.181001,OK
168,EME-S01,47.722329,7.955685,UAV-174,UAV-274,50.000000,-6.000000,161.0,310.628099,22.500000,333.128099,500.000000,NO,333.128099,OK
169,EME-S01,49.240166,6.909435,UAV-327,UAV-278,54.000000,-6.000000,106.0,219.000454,22.500000,241.500454,500.000000,NO,241.500454,OK
170,EME-S01,48.933973,6.487138,UAV-326,UAV-318,44.000000,1.000000,117.0,227.394818,22.500000,249.894818,500.000000,NO,249.894818,OK
171,EME-S01,46.035787,6.431903,UAV-167,UAV-323,46.000000,-1.000000,109.0,208.733325,22.500000,231.233325,500.000000,NO,231.233325,OK
172,EME-S01,45.014178,7.716812,UAV-161,UAV-161,44.000000,8.000000,0.0,1.863837,22.500000,24.363837,500.000000,NO,24.363837,OK
173,EME-S01,48.305288,6.051560,UAV-326,UAV-330,54.000000,-8.000000,120.0,242.537717,22.500000,265.037717,500.000000,NO,265.037717,OK
174,EME-S01,45.871231,6.104798,UAV-167,UAV-332,54.000000,-2.000000,112.0,232.130811,22.500000,254.630811,500.000000,NO,254.630811,OK
175,EME-S01,48.890085,7.026476,UAV-174,UAV-332,54.000000,-2.000000,164.0,344.566026,22.500000,367.066026,500.000000,NO,367.066026,OK
176,EME-S01,48.916135,7.733962,UAV-327,UAV-130,35.000000,0.000000,109.0,229.117553,22.500000,251.617553,500.000000,NO,251.617553,OK
177,EME-S01,47.394910,6.803235,UAV-174,UAV-258,32.000000,-6.000000,169.0,353.470893,22.500000,375.970893,500.000000,NO,375.970893,OK
178,EME-S01,45.403952,7.216595,UAV-167,UAV-166,46.000000,3.000000,114.0,227.827322,22.500000,250.327322,500.000000,NO,250.327322,OK
179,EME-S01,46.625927,7.989256,UAV-272,UAV-168,46.000000,9.000000,45.0,92.458227,22.500000,114.958227,500.000000,NO,114.958227,OK
180,EME-S01,48.508897,7.705585,UAV-327,UAV-262,36.000000,-6.000000,110.0,232.748846,22.500000,255.248846,500.000000,NO,255.248846,OK
181,EME-S01,47.257775,6.456987,UAV-326,UAV-093,24.000000,-4.000000,126.0,250.597915,22.500000,273.097915,500.000000,NO,273.097915,OK
182,EME-S01,47.133820,7.330216,UAV-174,UAV-113,30.000000,-2.000000,173.0,350.504876,22.500000,373.004876,500.000000,NO,373.004876,OK
183,EME-S01,49.158859,6.186460,UAV-326,UAV-119,32.000000,-4.000000,127.0,269.914945,22.500000,292.414945,500.000000,NO,292.414945,OK
184,EME-S01,47.932325,7.123173,UAV-174,UAV-126,34.000000,-2.000000,174.0,331.757859,22.500000,354.257859,500.000000,NO,354.257859,OK
